id,order_id,amount,payment_date,method
112,147,772.21,2025-12-06T22:19:53,online
113,148,3342.22,2026-01-27T07:40:05,bank_transfer
114,149,127.02,2026-02-07T00:43:19,online
115,151,1328.26,2025-11-21T10:40:06,card
116,152,356.13,2026-05-01T14:57:12,cash
117,154,2557.42,2025-10-01T08:16:52,bank_transfer
118,155,1241.26,2025-10-24T19:01:10,bank_transfer
119,156,397.47,2026-02-13T20:25:16,cash
120,157,6189.32,2025-12-19T05:11:14,cash
121,158,445.49,2026-04-30T22:07:35,card
122,159,1199.17,2025-09-30T11:00:11,online
123,160,3141.35,2025-12-30T08:26:07,card
124,161,2197.83,2026-05-15T00:59:10,online
125,163,1945.18,2026-05-18T02:09:20,card
126,165,67.09,2026-06-13T20:00:18,online
127,166,933.75,2026-07-25T23:12:07,card
128,167,2355.19,2026-02-21T05:32:24,online
129,168,2588.04,2026-07-09T15:15:43,card
130,169,1669.09,2026-06-25T21:18:52,cash
131,170,1068.17,2026-07-18T21:55:04,online
132,171,1045.39,2026-02-23T08:12:14,cash
133,172,1531.35,2026-04-07T19:02:32,cash
134,173,2382.98,2026-01-24T08:54:49,online
135,174,2259.01,2026-05-11T06:08:27,online
136,175,3023.07,2025-11-16T13:49:21,card
137,176,2201.25,2025-08-28T14:43:07,cash
138,179,545.2,2026-03-02T10:53:37,online
139,180,720.32,2025-11-08T21:42:11,card
140,181,678.73,2026-07-28T22:24:15,card
141,182,297.11,2026-07-13T20:33:16,card
142,184,2004.79,2026-01-23T04:58:44,bank_transfer
143,185,1846.36,2025-09-09T23:29:44,online
144,190,224.4,2026-05-06T12:07:20,online
145,191,1810.94,2025-12-18T17:11:09,bank_transfer
146,192,1692.34,2026-01-24T01:42:04,bank_transfer
147,193,1072.98,2026-01-16T08:40:45,online
148,194,198.13,2026-06-27T13:28:46,card
149,195,2079.96,2026-02-05T00:03:19,card
150,196,3799.65,2026-01-29T11:54:46,online
151,197,1324.97,2026-01-19T04:43:50,bank_transfer
152,198,785.22,2025-11-26T14:39:45,bank_transfer
153,199,991.93,2026-08-06T16:39:40,card
154,200,2660.34,2025-09-07T13:59:17,card
155,201,588.91,2025-11-29T13:39:58,card
156,202,665.93,2026-02-21T22:00:23,bank_transfer
157,204,267.09,2025-11-10T09:30:48,card
158,205,241.5,2025-12-27T08:19:16,card
159,206,3061.75,2026-04-21T11:11:56,bank_transfer
160,207,1040.7,2026-07-01T05:58:13,cash
161,208,3258.9,2025-09-04T02:03:25,online
162,209,1039.3,2025-12-15T04:17:45,online
163,210,941.3,2026-02-07T05:02:29,bank_transfer
164,211,1692.73,2026-01-23T12:29:19,online
165,212,57.15,2025-11-11T07:31:38,cash
166,213,1780.28,2026-03-27T16:54:29,cash
167,214,1214.21,2026-07-23T10:09:24,cash
168,216,3655.34,2026-03-13T12:46:21,cash
169,217,378.1,2025-11-05T10:41:57,cash
170,218,2352.2,2026-06-16T02:43:10,card
171,219,866.72,2026-04-17T04:51:39,bank_transfer
172,220,2805.54,2025-09-29T04:59:03,card
173,221,368.98,2026-04-12T13:10:32,bank_transfer
174,222,4416.85,2026-04-11T13:23:02,card
175,223,2742.39,2025-12-23T09:38:51,cash
176,224,878.68,2025-10-06T13:08:33,bank_transfer
177,225,3633.69,2026-04-09T07:24:55,card
178,226,819.04,2026-03-14T23:45:51,cash
179,227,1614.05,2025-08-25T02:26:07,bank_transfer
180,228,3603.88,2026-05-24T20:25:40,cash
181,229,4563.69,2025-08-25T13:35:58,card
182,230,2888.36,2026-06-24T23:47:54,online
183,231,300.63,2026-01-11T15:03:28,card
184,232,4111.83,2025-09-21T09:59:04,bank_transfer
185,233,280.49,2026-06-16T10:56:09,cash
186,234,2130.8,2026-05-18T01:19:58,online
187,235,1215.05,2025-12-24T19:14:18,online
188,236,87.89,2026-08-06T15:21:17,bank_transfer
189,237,2426.89,2026-01-01T08:10:35,cash
190,238,5132.92,2026-06-11T04:15:15,cash
191,239,1651.9,2026-06-10T20:31:35,bank_transfer
192,241,2452.61,2025-09-11T00:18:10,online
193,242,2561.44,2026-04-28T17:10:23,bank_transfer
194,243,3146.46,2025-09-05T11:29:14,card
195,244,964.73,2026-03-06T18:55:38,card
196,247,1287.06,2026-03-13T07:44:07,cash
197,249,3620.12,2025-10-17T08:02:53,card
198,250,1867.29,2026-07-08T20:53:01,cash
199,251,373.13,2026-03-13T09:50:35,online
200,252,2378.86,2026-01-17T23:20:25,cash
201,253,1433.25,2026-07-17T05:57:57,online
202,254,1060.3,2026-05-23T03:20:25,bank_transfer
203,255,1512.4,2025-11-14T10:19:13,bank_transfer
204,256,2273.33,2025-12-08T01:30:42,card
205,257,2887.08,2026-06-24T13:17:22,card
206,258,1833.62,2025-10-19T01:09:51,bank_transfer
207,259,1153.28,2026-08-06T00:40:36,cash
208,261,394.4,2025-12-24T02:35:31,card
209,262,2485.11,2026-01-24T21:53:29,cash
210,263,2372.03,2025-11-09T02:26:48,card
211,264,381.06,2026-03-20T02:38:48,bank_transfer
212,265,1594.74,2026-05-29T03:56:23,cash
213,266,2484.18,2025-11-21T22:51:18,bank_transfer
214,267,3164.19,2026-08-17T10:19:55,online
215,268,2646.55,2025-08-22T15:54:38,bank_transfer
216,269,2736.43,2025-08-31T09:00:41,cash
217,270,3990.19,2026-07-11T17:13:53,bank_transfer
218,271,933.75,2025-08-25T03:26:46,card
219,272,2891.39,2026-06-06T15:00:49,card
220,273,291.45,2026-08-17T13:30:50,cash
221,274,470.35,2026-03-09T20:37:12,card
222,275,4531.73,2025-09-26T04:19:50,online
223,276,691.81,2026-02-28T03:04:50,online
224,278,2579.8,2026-06-20T16:37:26,card
225,279,351.55,2026-02-21T16:21:48,card
226,280,1196.11,2025-09-02T18:53:40,bank_transfer
227,282,704.02,2025-12-05T07:21:20,bank_transfer
228,283,2286.56,2025-12-12T10:38:21,card
229,284,2925.26,2025-08-26T18:44:31,online
230,285,3586.4,2025-11-14T16:34:21,cash
231,286,3187.22,2026-04-19T15:17:32,cash
232,287,1554.26,2026-06-13T08:09:59,bank_transfer
233,288,948.87,2026-05-11T14:02:45,online
234,289,346.36,2025-11-21T09:51:10,card
235,290,2590.33,2025-08-30T11:36:08,card
236,291,3369.63,2025-12-01T04:15:47,cash
237,292,1486.08,2026-06-04T14:29:11,bank_transfer
238,293,2097.88,2025-10-04T09:12:10,online
239,294,2338.39,2026-06-29T02:26:19,cash
240,296,1622.88,2026-01-11T02:38:54,bank_transfer
241,297,2377.53,2026-04-28T20:22:58,cash
242,298,2632.5,2026-01-20T00:02:16,bank_transfer
243,299,3975.17,2025-10-07T07:34:38,online
244,300,1734.23,2026-07-01T03:50:19,online
245,302,594.23,2026-07-23T19:28:27,card
246,303,1488.95,2025-11-30T05:20:17,bank_transfer
247,304,3402.17,2026-07-18T03:02:19,cash
248,305,2349.27,2025-09-19T08:14:55,card
249,306,588.04,2025-09-16T02:03:08,cash
250,307,2949.64,2025-09-15T01:28:31,cash
251,308,524.19,2026-03-01T07:08:21,card
252,309,2105.44,2026-05-24T19:20:53,card
253,310,1927.99,2026-05-17T13:45:47,online
254,311,3320.52,2026-06-09T10:43:14,cash
255,312,392.29,2026-05-28T21:27:25,card
256,314,1809.62,2025-08-25T04:37:08,online
257,315,3756.77,2025-08-23T02:10:18,cash
258,316,943.63,2026-06-01T18:47:11,card
259,317,300.63,2026-07-05T19:16:24,cash
260,318,3465.35,2026-03-15T17:45:33,online
261,319,2543.71,2026-04-09T06:34:57,cash
262,320,890.75,2026-08-09T06:13:55,cash
263,321,3911.2,2025-10-15T08:05:24,cash
264,322,1858.4,2025-09-23T11:25:15,cash
265,324,470.35,2026-04-02T19:09:01,bank_transfer
266,325,1209.84,2026-06-21T04:31:20,cash
267,326,1618.33,2026-01-16T06:18:26,card
268,327,2225.06,2025-10-31T19:37:37,bank_transfer
269,328,569.41,2026-07-06T06:38:47,online
270,329,1400.19,2026-04-09T14:13:22,online
271,331,2821.28,2025-12-16T14:35:14,online
272,332,1929.5,2026-06-18T03:22:16,online
273,333,954.88,2025-12-21T02:07:12,bank_transfer
274,334,2665.03,2026-01-29T11:28:43,cash
275,335,2908.6,2026-03-04T08:16:08,online
276,338,1866.27,2025-12-12T17:02:51,cash
277,339,132.76,2025-12-01T19:05:49,cash
278,340,2631.44,2026-02-11T14:04:44,cash
279,341,1441.73,2025-11-04T01:45:31,bank_transfer
280,342,2997.65,2025-09-25T01:50:45,cash
281,343,1207.22,2025-11-27T23:56:34,bank_transfer
282,344,728.78,2026-04-29T03:36:14,bank_transfer
283,345,622.59,2026-03-29T03:21:09,cash
284,347,2740.91,2026-01-10T14:45:18,online
285,348,2246.17,2025-12-08T11:18:33,online
286,349,2350.19,2026-01-31T04:19:14,cash
287,350,2720.25,2025-09-22T12:10:21,online
288,351,592.83,2025-11-11T16:18:57,card
289,352,1638.44,2026-01-22T04:02:42,card
290,354,621.28,2025-12-03T13:06:58,online
291,355,1044.4,2026-02-21T01:54:44,bank_transfer
292,356,1959.19,2025-12-05T19:46:57,card
293,357,1998.53,2026-08-04T20:49:34,bank_transfer
294,358,528.54,2026-05-17T08:04:47,bank_transfer
295,359,2013.42,2026-03-12T10:35:20,cash
296,362,768.85,2026-01-12T21:04:20,cash
297,363,2310.08,2025-08-24T01:12:02,cash
298,365,2672.14,2026-05-26T22:05:43,online
299,366,1555.68,2026-01-17T05:48:26,cash
300,367,759.21,2026-01-09T02:56:06,bank_transfer
301,368,1064.77,2026-06-09T13:39:04,card
302,369,2953.04,2026-03-17T15:16:34,bank_transfer
303,371,2660.3,2025-09-28T10:14:15,card
304,373,111.81,2025-11-12T09:10:00,card
305,374,4531.81,2026-03-29T18:59:43,bank_transfer
306,375,1271.55,2025-08-27T00:46:38,card
307,376,809.88,2026-01-18T16:19:33,cash
308,377,1417.72,2026-06-12T20:55:38,card
309,378,2638.99,2025-11-15T12:14:31,cash
310,379,1869.61,2026-02-06T23:54:18,online
311,381,1392.53,2026-02-18T12:55:31,cash
312,382,1331.16,2026-03-24T01:44:14,bank_transfer
313,383,1228.56,2025-09-28T16:14:29,cash
314,384,3440.91,2026-04-24T00:16:17,bank_transfer
315,385,1083.28,2025-12-15T23:51:42,cash
316,387,2075.69,2025-10-12T04:48:48,online
317,388,1652.79,2026-06-27T19:32:24,bank_transfer
318,389,305.25,2026-04-18T23:59:26,bank_transfer
319,391,1673.02,2025-09-23T09:51:30,card
320,393,1242.14,2025-10-22T02:20:45,cash
321,394,4297.33,2025-11-06T00:30:11,bank_transfer
322,395,2001.16,2026-07-19T05:32:48,online
323,396,1573.72,2026-02-23T14:08:31,online
324,397,1441.81,2026-04-04T19:44:45,bank_transfer
325,399,899.56,2025-09-18T22:40:06,bank_transfer
326,401,1570.98,2026-01-20T22:49:07,card
327,403,1927.99,2026-07-08T20:09:02,bank_transfer
328,404,87.89,2026-02-17T06:14:41,bank_transfer
329,405,3135.31,2026-03-08T15:15:45,online
330,406,1333.02,2026-05-25T03:55:07,card
331,408,2398.72,2026-03-25T10:13:42,card
332,409,712.11,2026-06-08T17:54:09,card
333,410,2056.05,2025-11-15T15:10:14,online
334,411,1763.72,2025-09-09T06:03:47,bank_transfer
335,412,1358.89,2026-06-11T09:32:01,card
336,413,1031.43,2026-02-24T23:45:18,bank_transfer
337,414,3220.46,2025-11-23T05:48:03,online
338,415,4472.0,2026-01-24T07:34:06,online
339,416,2154.76,2025-12-16T07:44:20,online
340,417,1526.57,2026-05-31T22:49:56,bank_transfer
341,418,1413.49,2025-12-26T13:55:50,bank_transfer
342,420,1595.11,2025-10-14T20:34:25,cash
343,421,2230.35,2025-08-31T13:03:48,card
344,422,2294.01,2025-12-20T04:50:02,cash
345,423,617.74,2026-05-11T22:41:29,card
346,424,756.2,2026-03-24T21:51:41,card
347,425,2463.4,2026-04-06T21:20:14,bank_transfer
348,426,114.31,2026-01-22T05:56:32,cash
349,427,1090.96,2026-07-21T19:03:54,cash
350,428,1152.14,2025-08-19T12:42:03,cash
351,429,4237.78,2025-11-29T12:03:35,cash
352,430,3211.73,2026-05-12T11:44:16,online
353,431,168.3,2025-11-06T14:52:44,card
354,432,3320.65,2026-06-06T14:13:54,bank_transfer
355,433,1018.14,2026-03-23T18:48:17,online
356,435,720.32,2026-02-23T04:01:59,card
357,436,1119.7,2026-03-17T06:01:26,bank_transfer
358,437,327.12,2026-02-27T11:23:10,online
359,439,3123.64,2026-04-27T13:55:45,bank_transfer
360,440,424.79,2025-11-16T22:01:05,card
361,441,2038.69,2025-12-20T08:30:55,online
362,442,2555.25,2026-02-12T13:04:02,cash
363,443,2226.8,2026-05-19T15:53:54,online
364,445,1512.57,2026-03-05T03:36:49,cash
365,446,1422.8,2026-03-20T19:56:47,card
366,447,3323.34,2026-07-16T19:59:36,card
367,448,1634.62,2026-05-31T15:07:55,card
368,449,3839.91,2026-05-29T01:28:10,online
369,450,1512.4,2025-09-17T23:47:27,card
370,451,801.25,2026-08-10T03:15:28,card
371,452,2074.41,2025-09-27T03:50:53,card
372,453,1702.71,2026-01-29T16:35:55,online
373,454,2619.21,2026-05-15T22:18:09,bank_transfer
374,455,2406.84,2025-09-16T11:09:43,cash
375,456,4013.49,2026-01-10T06:24:58,card
376,457,356.06,2025-10-05T19:07:37,online
377,458,3094.16,2026-06-07T07:27:49,card
378,459,699.35,2025-08-22T15:45:29,cash
379,460,1384.02,2025-10-19T07:35:08,bank_transfer
380,461,2594.3,2026-03-07T06:57:04,bank_transfer
381,462,1058.63,2026-06-03T22:01:12,card
382,463,2335.87,2025-10-03T13:01:20,cash
383,464,876.45,2025-10-20T21:50:11,card
384,465,2772.61,2025-11-02T00:22:04,bank_transfer
385,467,1840.68,2026-07-21T03:25:05,cash
386,468,847.1,2025-09-30T12:11:56,cash
387,469,1496.55,2025-09-01T12:51:07,bank_transfer
388,470,4355.27,2026-07-27T06:15:10,cash
389,471,594.23,2026-01-29T02:25:59,bank_transfer
390,472,136.86,2026-02-25T16:13:21,bank_transfer
391,473,3380.26,2025-10-22T16:00:48,card
392,474,4672.05,2026-04-17T13:02:53,online
393,475,2107.41,2026-06-25T06:42:09,online
394,476,2775.29,2026-03-09T02:17:35,bank_transfer
395,477,4349.42,2026-02-22T13:44:23,cash
396,478,3285.48,2025-10-10T16:24:29,bank_transfer
397,479,1478.21,2026-06-04T05:53:35,online
398,480,468.95,2026-07-22T21:02:35,card
399,481,1909.19,2026-03-17T19:58:14,online
400,482,3728.24,2026-01-26T18:11:02,bank_transfer
401,483,1702.98,2026-01-19T11:29:56,bank_transfer
402,484,1022.92,2025-08-20T23:03:50,online
403,485,1939.46,2025-12-10T14:41:18,online
404,486,998.37,2025-10-02T00:43:26,cash
405,487,2759.81,2026-02-02T11:43:49,card
406,489,111.37,2026-05-23T23:07:24,card
407,490,2464.47,2026-08-10T10:09:12,cash
408,491,1568.83,2026-07-25T05:04:15,bank_transfer
409,492,1417.76,2026-05-07T03:54:45,card
410,493,2079.85,2025-11-30T15:40:28,card
411,494,2669.47,2026-03-08T06:38:09,card
412,495,2708.13,2025-12-20T13:37:29,card
413,496,2545.81,2026-04-13T05:55:13,bank_transfer
414,497,980.79,2026-07-28T19:55:46,cash
415,499,2622.75,2026-03-24T07:51:43,online
416,500,2944.65,2026-04-26T21:15:52,cash
417,501,531.05,2025-10-20T19:29:38,online
418,502,2373.78,2025-10-11T07:48:28,online
419,503,1262.96,2025-12-08T01:35:54,online
420,504,1156.79,2026-03-08T13:49:24,card
421,505,130.76,2026-05-10T09:39:13,card
422,506,4341.23,2025-11-04T18:29:26,online
423,507,368.98,2026-06-25T03:32:04,cash
424,508,2647.99,2026-04-12T19:39:41,card
425,509,902.68,2026-05-21T20:09:22,cash
426,510,1187.81,2026-01-08T13:05:59,card
427,511,356.06,2026-03-07T01:44:19,card
428,512,120.75,2026-04-09T03:16:56,card
429,513,184.25,2025-11-22T22:29:20,cash
430,514,1625.84,2026-02-16T17:09:10,card
431,515,716.05,2026-02-13T03:07:27,cash
