id,order_id,product_id,quantity,unit_price,discount_percentage
111,57,58,3,170.37,11.77
112,57,78,3,408.92,5.99
113,57,66,4,243.85,4.27
114,58,45,2,373.0,10.78
115,58,38,3,331.31,15.46
116,58,77,1,220.22,10.86
117,59,44,4,250.62,17.69
118,59,78,3,408.92,5.99
119,60,37,3,415.04,12.37
120,60,84,2,449.69,15.92
121,60,43,3,34.96,18.26
122,61,76,5,134.07,18.67
123,62,34,5,379.89,3.19
124,63,37,3,415.04,12.37
125,63,86,4,432.57,19.52
126,63,31,4,138.96,4.46
127,63,67,4,492.68,5.3
128,64,47,4,314.47,15.84
129,65,62,1,212.94,9.34
130,65,35,2,169.62,1.85
131,65,67,2,492.68,5.3
132,65,71,5,41.9,3.72
133,66,38,4,331.31,15.46
134,66,66,5,243.85,4.27
135,67,59,5,316.29,4.58
136,67,89,4,176.13,16.41
137,67,50,3,477.0,17.52
138,67,86,5,432.57,19.52
139,68,79,2,371.72,3.11
140,69,41,2,232.21,5.4
141,70,41,1,232.21,5.4
142,71,49,3,134.88,12.82
143,71,33,4,101.02,13.0
144,71,45,1,373.0,10.78
145,71,76,2,134.07,18.67
146,72,58,5,170.37,11.77
147,72,38,2,331.31,15.46
148,73,35,2,169.62,1.85
149,73,34,3,379.89,3.19
150,74,38,4,331.31,15.46
151,74,60,3,140.68,9.71
152,74,75,5,230.23,19.97
153,74,50,5,477.0,17.52
154,75,69,1,149.76,19.37
155,76,32,5,212.12,0.6
156,76,36,5,365.41,10.72
157,76,45,1,373.0,10.78
158,77,79,2,371.72,3.11
159,78,89,4,176.13,16.41
160,78,48,4,498.07,10.58
161,78,42,1,163.49,15.37
162,78,68,4,478.74,19.91
163,79,51,2,435.52,5.97
164,79,73,3,329.37,11.3
165,79,37,4,415.04,12.37
166,80,83,4,417.63,11.65
167,80,79,1,371.72,3.11
168,80,66,3,243.85,4.27
169,80,33,3,101.02,13.0
170,81,86,5,432.57,19.52
171,81,63,4,364.65,16.01
172,81,83,4,417.63,11.65
173,81,31,1,138.96,4.46
174,82,70,4,26.97,9.54
175,82,79,1,371.72,3.11
176,82,62,2,212.94,9.34
177,83,90,4,165.47,17.29
178,83,49,4,134.88,12.82
179,84,76,3,134.07,18.67
180,84,41,5,232.21,5.4
181,85,36,1,365.41,10.72
182,85,45,4,373.0,10.78
183,85,84,1,449.69,15.92
184,85,89,2,176.13,16.41
185,86,57,4,325.64,8.76
186,86,84,2,449.69,15.92
187,86,61,4,123.01,9.46
188,87,43,2,34.96,18.26
189,87,89,1,176.13,16.41
190,87,69,3,149.76,19.37
191,87,63,4,364.65,16.01
192,88,83,3,417.63,11.65
193,88,31,5,138.96,4.46
194,88,49,5,134.88,12.82
195,89,65,5,326.77,10.81
196,89,61,5,123.01,9.46
197,89,53,4,245.33,2.24
198,89,52,4,381.73,10.79
199,90,67,2,492.68,5.3
200,90,55,4,64.63,13.2
201,91,76,4,134.07,18.67
202,91,89,2,176.13,16.41
203,91,82,4,353.42,11.22
204,91,55,1,64.63,13.2
205,92,86,4,432.57,19.52
206,92,37,1,415.04,12.37
207,92,85,5,53.19,15.6
208,93,57,2,325.64,8.76
209,93,86,1,432.57,19.52
210,94,70,1,26.97,9.54
211,94,75,3,230.23,19.97
212,94,56,5,464.6,15.11
213,95,86,1,432.57,19.52
214,95,65,2,326.77,10.81
215,95,33,3,101.02,13.0
216,95,70,2,26.97,9.54
217,96,79,1,371.72,3.11
218,97,88,3,394.11,2.16
219,97,32,1,212.12,0.6
220,97,33,3,101.02,13.0
221,98,40,5,468.45,12.96
222,98,46,2,111.22,19.95
223,98,64,2,71.81,3.67
224,98,57,2,325.64,8.76
225,99,70,5,26.97,9.54
226,99,74,2,134.28,2.62
227,99,46,2,111.22,19.95
228,99,62,4,212.94,9.34
229,100,73,4,329.37,11.3
230,100,31,3,138.96,4.46
231,100,88,5,394.11,2.16
232,101,53,4,245.33,2.24
233,101,68,3,478.74,19.91
234,101,50,4,477.0,17.52
235,101,71,3,41.9,3.72
236,102,37,3,415.04,12.37
237,102,46,5,111.22,19.95
238,102,55,3,64.63,13.2
239,102,67,3,492.68,5.3
240,103,31,1,138.96,4.46
241,103,67,5,492.68,5.3
242,103,86,4,432.57,19.52
243,104,45,5,373.0,10.78
244,104,71,3,41.9,3.72
245,104,43,2,34.96,18.26
246,105,81,5,23.96,6.67
247,105,59,3,316.29,4.58
248,105,33,2,101.02,13.0
249,106,78,2,408.92,5.99
250,106,57,2,325.64,8.76
251,106,42,5,163.49,15.37
252,107,84,4,449.69,15.92
253,107,41,3,232.21,5.4
254,107,47,3,314.47,15.84
255,108,40,2,468.45,12.96
256,109,36,1,365.41,10.72
257,109,81,3,23.96,6.67
258,109,56,5,464.6,15.11
259,110,74,5,134.28,2.62
260,110,78,4,408.92,5.99
261,110,47,3,314.47,15.84
262,111,32,3,212.12,0.6
263,111,70,5,26.97,9.54
264,111,87,2,462.39,15.65
265,111,66,1,243.85,4.27
266,112,38,4,331.31,15.46
267,112,39,1,227.8,16.68
268,112,33,1,101.02,13.0
269,112,50,2,477.0,17.52
270,113,60,5,140.68,9.71
271,113,54,4,439.25,18.94
272,113,73,5,329.37,11.3
273,113,78,2,408.92,5.99
274,114,70,3,26.97,9.54
275,114,57,2,325.64,8.76
276,114,48,4,498.07,10.58
277,114,33,4,101.02,13.0
278,115,74,3,134.28,2.62
279,116,56,3,464.6,15.11
280,117,36,5,365.41,10.72
281,117,73,1,329.37,11.3
282,117,44,1,250.62,17.69
283,117,72,3,470.91,11.39
284,118,35,5,169.62,1.85
285,118,84,2,449.69,15.92
286,119,80,5,317.85,5.28
287,119,40,1,468.45,12.96
288,119,81,3,23.96,6.67
289,120,82,1,353.42,11.22
290,120,42,2,163.49,15.37
291,120,38,1,331.31,15.46
292,121,32,1,212.12,0.6
293,121,42,2,163.49,15.37
294,121,47,4,314.47,15.84
295,122,61,4,123.01,9.46
296,123,59,5,316.29,4.58
297,124,77,5,220.22,10.86
298,125,34,4,379.89,3.19
299,126,62,4,212.94,9.34
300,127,69,2,149.76,19.37
301,127,40,3,468.45,12.96
302,127,35,5,169.62,1.85
303,128,55,3,64.63,13.2
304,128,69,4,149.76,19.37
305,128,64,5,71.81,3.67
306,129,85,5,53.19,15.6
307,130,87,4,462.39,15.65
308,130,45,4,373.0,10.78
309,130,57,4,325.64,8.76
310,130,52,1,381.73,10.79
311,131,73,2,329.37,11.3
312,131,47,4,314.47,15.84
313,131,54,1,439.25,18.94
314,132,58,1,170.37,11.77
315,133,68,5,478.74,19.91
316,134,57,3,325.64,8.76
317,135,69,1,149.76,19.37
318,135,50,5,477.0,17.52
319,135,53,5,245.33,2.24
320,136,45,5,373.0,10.78
321,136,85,3,53.19,15.6
322,136,37,1,415.04,12.37
323,136,53,3,245.33,2.24
324,137,85,5,53.19,15.6
325,137,66,5,243.85,4.27
326,137,80,5,317.85,5.28
327,137,83,1,417.63,11.65
328,138,48,3,498.07,10.58
329,138,75,3,230.23,19.97
330,139,86,5,432.57,19.52
331,139,40,4,468.45,12.96
332,140,36,5,365.41,10.72
333,141,60,3,140.68,9.71
334,141,52,3,381.73,10.79
335,141,41,5,232.21,5.4
336,141,54,5,439.25,18.94
337,142,41,5,232.21,5.4
338,142,79,1,371.72,3.11
339,143,73,4,329.37,11.3
340,143,58,4,170.37,11.77
341,143,62,3,212.94,9.34
342,143,69,2,149.76,19.37
343,144,58,5,170.37,11.77
344,144,38,4,331.31,15.46
345,144,49,5,134.88,12.82
346,145,56,1,464.6,15.11
347,145,69,1,149.76,19.37
348,146,80,3,317.85,5.28
349,146,39,3,227.8,16.68
350,147,62,4,212.94,9.34
351,148,65,5,326.77,10.81
352,148,76,3,134.07,18.67
353,148,45,1,373.0,10.78
354,148,63,4,364.65,16.01
355,149,60,1,140.68,9.71
356,150,67,4,492.68,5.3
357,150,56,3,464.6,15.11
358,150,76,1,134.07,18.67
359,150,71,4,41.9,3.72
360,151,82,4,353.42,11.22
361,151,70,3,26.97,9.54
362,152,46,4,111.22,19.95
363,153,56,3,464.6,15.11
364,154,80,5,317.85,5.28
365,154,41,1,232.21,5.4
366,154,35,5,169.62,1.85
367,155,53,2,245.33,2.24
368,155,77,2,220.22,10.86
369,155,83,1,417.63,11.65
370,156,42,2,163.49,15.37
371,156,69,1,149.76,19.37
372,157,79,5,371.72,3.11
373,157,67,5,492.68,5.3
374,157,68,3,478.74,19.91
375,157,59,3,316.29,4.58
376,158,61,4,123.01,9.46
377,159,53,5,245.33,2.24
378,160,59,3,316.29,4.58
379,160,33,1,101.02,13.0
380,160,34,1,379.89,3.19
381,160,54,5,439.25,18.94
382,161,68,1,478.74,19.91
383,161,66,4,243.85,4.27
384,161,81,5,23.96,6.67
385,161,78,2,408.92,5.99
386,162,63,1,364.65,16.01
387,162,40,3,468.45,12.96
388,162,34,1,379.89,3.19
389,162,59,5,316.29,4.58
390,163,76,4,134.07,18.67
391,163,59,5,316.29,4.58
392,164,54,3,439.25,18.94
393,164,89,4,176.13,16.41
394,165,81,3,23.96,6.67
395,166,66,4,243.85,4.27
396,167,52,5,381.73,10.79
397,167,36,2,365.41,10.72
398,168,39,3,227.8,16.68
399,168,69,5,149.76,19.37
400,168,76,4,134.07,18.67
401,168,36,3,365.41,10.72
402,169,72,4,470.91,11.39
403,170,54,3,439.25,18.94
404,171,80,2,317.85,5.28
405,171,62,2,212.94,9.34
406,171,43,2,34.96,18.26
407,172,63,5,364.65,16.01
408,173,87,2,462.39,15.65
409,173,80,5,317.85,5.28
410,173,70,4,26.97,9.54
411,174,84,5,449.69,15.92
412,174,75,2,230.23,19.97
413,175,54,4,439.25,18.94
414,175,74,5,134.28,2.62
415,175,77,3,220.22,10.86
416,175,46,4,111.22,19.95
417,176,50,4,477.0,17.52
418,176,82,2,353.42,11.22
419,177,60,5,140.68,9.71
420,177,80,5,317.85,5.28
421,177,49,4,134.88,12.82
422,177,55,2,64.63,13.2
423,178,86,1,432.57,19.52
424,178,47,4,314.47,15.84
425,179,76,5,134.07,18.67
426,180,79,2,371.72,3.11
427,181,84,1,449.69,15.92
428,181,58,2,170.37,11.77
429,182,57,1,325.64,8.76
430,183,46,3,111.22,19.95
431,183,55,2,64.63,13.2
432,183,36,1,365.41,10.72
433,184,81,1,23.96,6.67
434,184,40,3,468.45,12.96
435,184,39,4,227.8,16.68
436,185,70,1,26.97,9.54
437,185,31,3,138.96,4.46
438,185,88,2,394.11,2.16
439,185,36,2,365.41,10.72
440,186,38,3,331.31,15.46
441,186,80,1,317.85,5.28
442,186,49,1,134.88,12.82
443,186,46,2,111.22,19.95
444,187,35,4,169.62,1.85
445,187,38,5,331.31,15.46
446,187,84,5,449.69,15.92
447,187,88,1,394.11,2.16
448,188,76,3,134.07,18.67
449,188,40,4,468.45,12.96
450,189,46,2,111.22,19.95
451,189,67,1,492.68,5.3
452,189,57,5,325.64,8.76
453,190,55,4,64.63,13.2
454,191,47,3,314.47,15.84
455,191,78,1,408.92,5.99
456,191,32,3,212.12,0.6
457,192,39,5,227.8,16.68
458,192,33,3,101.02,13.0
459,192,53,2,245.33,2.24
460,193,82,1,353.42,11.22
461,193,39,4,227.8,16.68
462,194,33,2,101.02,13.0
463,194,81,1,23.96,6.67
464,195,83,1,417.63,11.65
465,195,65,2,326.77,10.81
466,195,61,3,123.01,9.46
467,195,47,3,314.47,15.84
468,196,38,4,331.31,15.46
469,196,82,4,353.42,11.22
470,196,54,4,439.25,18.94
471,197,62,4,212.94,9.34
472,197,75,3,230.23,19.97
473,198,77,4,220.22,10.86
474,199,65,3,326.77,10.81
475,199,49,1,134.88,12.82
476,200,50,4,477.0,17.52
477,200,59,2,316.29,4.58
478,200,69,4,149.76,19.37
479,201,77,3,220.22,10.86
480,202,35,4,169.62,1.85
481,203,32,5,212.12,0.6
482,203,40,4,468.45,12.96
483,204,46,3,111.22,19.95
484,205,69,2,149.76,19.37
485,206,59,5,316.29,4.58
486,206,79,2,371.72,3.11
487,206,35,5,169.62,1.85
488,207,72,1,470.91,11.39
489,207,48,1,498.07,10.58
490,207,46,2,111.22,19.95
491,208,89,3,176.13,16.41
492,208,66,4,243.85,4.27
493,208,38,2,331.31,15.46
494,208,47,5,314.47,15.84
495,209,38,1,331.31,15.46
496,209,39,4,227.8,16.68
497,210,82,3,353.42,11.22
498,211,88,2,394.11,2.16
499,211,50,2,477.0,17.52
500,211,85,3,53.19,15.6
501,212,43,2,34.96,18.26
502,213,54,5,439.25,18.94
503,214,82,1,353.42,11.22
504,214,66,1,243.85,4.27
505,214,39,3,227.8,16.68
506,214,70,4,26.97,9.54
507,215,80,1,317.85,5.28
508,215,57,2,325.64,8.76
509,215,83,3,417.63,11.65
510,215,67,1,492.68,5.3
511,216,39,5,227.8,16.68
512,216,87,5,462.39,15.65
513,216,84,2,449.69,15.92
514,217,84,1,449.69,15.92
515,218,41,2,232.21,5.4
516,218,51,3,435.52,5.97
517,218,90,5,165.47,17.29
518,219,43,3,34.96,18.26
519,219,71,2,41.9,3.72
520,219,66,3,243.85,4.27
521,220,68,2,478.74,19.91
522,220,40,5,468.45,12.96
523,221,83,1,417.63,11.65
524,222,72,5,470.91,11.39
525,222,44,4,250.62,17.69
526,222,80,5,317.85,5.28
527,223,72,2,470.91,11.39
528,223,50,4,477.0,17.52
529,223,61,3,123.01,9.46
530,224,41,4,232.21,5.4
531,225,44,3,250.62,17.69
532,225,52,3,381.73,10.79
533,225,69,3,149.76,19.37
534,225,40,4,468.45,12.96
535,226,51,2,435.52,5.97
536,227,59,1,316.29,4.58
537,227,46,1,111.22,19.95
538,227,40,3,468.45,12.96
539,228,46,3,111.22,19.95
540,228,86,5,432.57,19.52
541,228,88,3,394.11,2.16
542,228,41,2,232.21,5.4
543,229,62,1,212.94,9.34
544,229,87,4,462.39,15.65
545,229,50,5,477.0,17.52
546,229,32,4,212.12,0.6
547,230,34,5,379.89,3.19
548,230,49,4,134.88,12.82
549,230,62,3,212.94,9.34
550,231,58,2,170.37,11.77
551,232,54,5,439.25,18.94
552,232,33,5,101.02,13.0
553,232,56,2,464.6,15.11
554,232,34,3,379.89,3.19
555,233,55,5,64.63,13.2
556,234,83,5,417.63,11.65
557,234,70,1,26.97,9.54
558,234,74,2,134.28,2.62
559,235,81,3,23.96,6.67
560,235,52,2,381.73,10.79
561,235,66,2,243.85,4.27
562,236,33,1,101.02,13.0
563,237,64,5,71.81,3.67
564,237,60,2,140.68,9.71
565,237,40,3,468.45,12.96
566,237,69,5,149.76,19.37
567,238,70,5,26.97,9.54
568,238,78,3,408.92,5.99
569,238,84,5,449.69,15.92
570,238,50,5,477.0,17.52
571,239,61,3,123.01,9.46
572,239,83,3,417.63,11.65
573,239,32,1,212.12,0.6
574,240,81,1,23.96,6.67
575,240,88,5,394.11,2.16
576,240,77,4,220.22,10.86
577,241,77,5,220.22,10.86
578,241,34,4,379.89,3.19
579,242,40,1,468.45,12.96
580,242,83,5,417.63,11.65
581,242,74,1,134.28,2.62
582,242,46,2,111.22,19.95
583,243,57,2,325.64,8.76
584,243,40,4,468.45,12.96
585,243,75,5,230.23,19.97
586,244,64,5,71.81,3.67
587,244,44,3,250.62,17.69
588,245,51,5,435.52,5.97
589,245,42,3,163.49,15.37
590,245,60,5,140.68,9.71
591,245,89,3,176.13,16.41
592,246,43,3,34.96,18.26
593,246,46,2,111.22,19.95
594,246,48,3,498.07,10.58
595,246,66,3,243.85,4.27
596,247,61,3,123.01,9.46
597,247,53,3,245.33,2.24
598,247,66,1,243.85,4.27
599,248,88,2,394.11,2.16
600,248,56,3,464.6,15.11
601,248,83,1,417.63,11.65
602,248,53,3,245.33,2.24
603,249,72,2,470.91,11.39
604,249,47,2,314.47,15.84
605,249,78,5,408.92,5.99
606,249,61,3,123.01,9.46
607,250,37,5,415.04,12.37
608,250,70,2,26.97,9.54
609,251,71,1,41.9,3.72
610,251,45,1,373.0,10.78
611,252,37,1,415.04,12.37
612,252,74,5,134.28,2.62
613,252,80,2,317.85,5.28
614,252,39,4,227.8,16.68
615,253,79,3,371.72,3.11
616,253,49,3,134.88,12.82
617,254,65,1,326.77,10.81
618,254,78,2,408.92,5.99
619,255,84,4,449.69,15.92
620,256,87,3,462.39,15.65
621,256,33,5,101.02,13.0
622,256,31,5,138.96,4.46
623,257,60,5,140.68,9.71
624,257,72,4,470.91,11.39
625,257,65,2,326.77,10.81
626,258,43,3,34.96,18.26
627,258,82,2,353.42,11.22
628,258,38,4,331.31,15.46
629,259,78,3,408.92,5.99
630,260,42,4,163.49,15.37
631,260,70,4,26.97,9.54
632,261,56,1,464.6,15.11
633,262,51,3,435.52,5.97
634,262,90,4,165.47,17.29
635,262,46,2,111.22,19.95
636,262,31,4,138.96,4.46
637,263,68,1,478.74,19.91
638,263,77,3,220.22,10.86
639,263,67,3,492.68,5.3
640,264,60,3,140.68,9.71
641,265,75,3,230.23,19.97
642,265,38,3,331.31,15.46
643,265,71,5,41.9,3.72
644,266,61,4,123.01,9.46
645,266,40,5,468.45,12.96
646,267,79,2,371.72,3.11
647,267,65,2,326.77,10.81
648,267,82,5,353.42,11.22
649,267,73,1,329.37,11.3
650,268,35,1,169.62,1.85
651,268,89,1,176.13,16.41
652,268,67,5,492.68,5.3
653,269,41,5,232.21,5.4
654,269,51,4,435.52,5.97
655,270,36,1,365.41,10.72
656,270,88,4,394.11,2.16
657,270,63,2,364.65,16.01
658,270,59,5,316.29,4.58
659,271,66,4,243.85,4.27
660,272,47,2,314.47,15.84
661,272,83,5,417.63,11.65
662,272,31,1,138.96,4.46
663,272,78,1,408.92,5.99
664,273,65,1,326.77,10.81
665,274,49,4,134.88,12.82
666,275,54,4,439.25,18.94
667,275,88,4,394.11,2.16
668,275,55,1,64.63,13.2
669,275,59,5,316.29,4.58
670,276,42,5,163.49,15.37
671,277,77,1,220.22,10.86
672,277,45,1,373.0,10.78
673,278,65,2,326.77,10.81
674,278,55,4,64.63,13.2
675,278,83,3,417.63,11.65
676,278,45,2,373.0,10.78
677,279,33,4,101.02,13.0
678,280,35,5,169.62,1.85
679,280,37,1,415.04,12.37
680,281,46,1,111.22,19.95
681,282,65,1,326.77,10.81
682,282,44,2,250.62,17.69
683,283,83,5,417.63,11.65
684,283,89,3,176.13,16.41
685,284,46,2,111.22,19.95
686,284,50,5,477.0,17.52
687,284,87,2,462.39,15.65
688,285,34,2,379.89,3.19
689,285,66,4,243.85,4.27
690,285,68,5,478.74,19.91
691,286,72,5,470.91,11.39
692,286,73,3,329.37,11.3
693,286,55,4,64.63,13.2
694,287,55,5,64.63,13.2
695,287,42,4,163.49,15.37
696,287,79,2,371.72,3.11
697,288,82,1,353.42,11.22
698,288,60,5,140.68,9.71
699,289,55,3,64.63,13.2
700,289,46,2,111.22,19.95
701,290,85,2,53.19,15.6
702,290,54,1,439.25,18.94
703,290,36,3,365.41,10.72
704,290,65,4,326.77,10.81
705,291,82,5,353.42,11.22
706,291,79,5,371.72,3.11
707,292,86,3,432.57,19.52
708,292,89,3,176.13,16.41
709,293,78,4,408.92,5.99
710,293,38,2,331.31,15.46
711,294,66,3,243.85,4.27
712,294,51,4,435.52,5.97
713,295,50,5,477.0,17.52
714,295,47,4,314.47,15.84
715,295,54,4,439.25,18.94
716,296,89,3,176.13,16.41
717,296,44,4,250.62,17.69
718,296,54,1,439.25,18.94
719,297,32,5,212.12,0.6
720,297,47,5,314.47,15.84
721,298,40,2,468.45,12.96
722,298,43,4,34.96,18.26
723,298,52,5,381.73,10.79
724,299,47,4,314.47,15.84
725,299,79,4,371.72,3.11
726,299,83,4,417.63,11.65
727,300,39,5,227.8,16.68
728,300,77,4,220.22,10.86
729,301,64,1,71.81,3.67
730,302,57,2,325.64,8.76
731,303,31,5,138.96,4.46
732,303,44,4,250.62,17.69
733,304,73,5,329.37,11.3
734,304,62,5,212.94,9.34
735,304,32,4,212.12,0.6
736,304,31,1,138.96,4.46
737,305,65,5,326.77,10.81
738,305,49,4,134.88,12.82
739,305,32,2,212.12,0.6
740,306,46,5,111.22,19.95
741,306,43,5,34.96,18.26
742,307,81,3,23.96,6.67
743,307,56,4,464.6,15.11
744,307,36,4,365.41,10.72
745,308,50,1,477.0,17.52
746,308,74,1,134.28,2.62
747,309,55,1,64.63,13.2
748,309,66,2,243.85,4.27
749,309,61,1,123.01,9.46
750,309,34,4,379.89,3.19
751,310,88,5,394.11,2.16
752,311,88,5,394.11,2.16
753,311,86,4,432.57,19.52
754,312,74,3,134.28,2.62
755,313,42,3,163.49,15.37
756,314,79,4,371.72,3.11
757,314,83,1,417.63,11.65
758,315,67,4,492.68,5.3
759,315,84,5,449.69,15.92
760,316,81,1,23.96,6.67
761,316,75,5,230.23,19.97
762,317,58,2,170.37,11.77
763,318,80,3,317.85,5.28
764,318,51,4,435.52,5.97
765,318,32,4,212.12,0.6
766,318,71,2,41.9,3.72
767,319,58,4,170.37,11.77
768,319,42,1,163.49,15.37
769,319,74,5,134.28,2.62
770,319,68,3,478.74,19.91
771,320,48,2,498.07,10.58
772,321,51,1,435.52,5.97
773,321,54,3,439.25,18.94
774,321,37,4,415.04,12.37
775,321,36,3,365.41,10.72
776,322,36,4,365.41,10.72
777,322,42,4,163.49,15.37
778,323,37,5,415.04,12.37
779,323,32,1,212.12,0.6
780,323,36,5,365.41,10.72
781,323,53,5,245.33,2.24
782,324,49,4,134.88,12.82
783,325,67,2,492.68,5.3
784,325,64,4,71.81,3.67
785,326,50,2,477.0,17.52
786,326,48,1,498.07,10.58
787,326,62,2,212.94,9.34
788,327,50,3,477.0,17.52
789,327,61,3,123.01,9.46
790,327,81,2,23.96,6.67
791,327,35,4,169.62,1.85
792,328,39,3,227.8,16.68
793,329,84,3,449.69,15.92
794,329,70,4,26.97,9.54
795,329,55,3,64.63,13.2
796,330,50,5,477.0,17.52
797,330,51,2,435.52,5.97
798,331,56,3,464.6,15.11
799,331,51,4,435.52,5.97
800,332,55,4,64.63,13.2
801,332,48,3,498.07,10.58
802,332,83,1,417.63,11.65
803,333,74,5,134.28,2.62
804,333,80,1,317.85,5.28
805,334,82,1,353.42,11.22
806,334,49,4,134.88,12.82
807,334,84,4,449.69,15.92
808,334,75,2,230.23,19.97
809,335,73,4,329.37,11.3
810,335,40,4,468.45,12.96
811,335,76,1,134.07,18.67
812,336,68,4,478.74,19.91
813,336,56,5,464.6,15.11
814,336,65,1,326.77,10.81
815,336,63,3,364.65,16.01
816,337,37,2,415.04,12.37
817,338,67,4,492.68,5.3
818,339,31,1,138.96,4.46
819,340,59,4,316.29,4.58
820,340,54,4,439.25,18.94
821,341,32,3,212.12,0.6
822,341,61,4,123.01,9.46
823,341,37,1,415.04,12.37
824,342,50,2,477.0,17.52
825,342,52,5,381.73,10.79
826,342,60,4,140.68,9.71
827,343,59,4,316.29,4.58
828,344,33,1,101.02,13.0
829,344,82,1,353.42,11.22
830,344,76,3,134.07,18.67
831,345,64,5,71.81,3.67
832,345,42,2,163.49,15.37
833,346,60,2,140.68,9.71
834,346,45,2,373.0,10.78
835,346,82,4,353.42,11.22
836,346,56,4,464.6,15.11
837,347,59,4,316.29,4.58
838,347,68,4,478.74,19.91
839,348,48,1,498.07,10.58
840,348,79,5,371.72,3.11
841,349,54,2,439.25,18.94
842,349,51,4,435.52,5.97
843,350,64,4,71.81,3.67
844,350,71,5,41.9,3.72
845,350,51,4,435.52,5.97
846,350,69,5,149.76,19.37
847,351,85,2,53.19,15.6
848,351,60,3,140.68,9.71
849,351,70,5,26.97,9.54
850,352,38,1,331.31,15.46
851,352,46,2,111.22,19.95
852,352,50,3,477.0,17.52
853,353,57,4,325.64,8.76
854,353,69,4,149.76,19.37
855,353,39,2,227.8,16.68
856,353,67,4,492.68,5.3
857,354,62,2,212.94,9.34
858,354,49,2,134.88,12.82
859,355,86,3,432.57,19.52
860,356,43,4,34.96,18.26
861,356,83,5,417.63,11.65
862,357,74,4,134.28,2.62
863,357,62,4,212.94,9.34
864,357,57,2,325.64,8.76
865,357,76,1,134.07,18.67
866,358,49,3,134.88,12.82
867,358,33,2,101.02,13.0
868,359,80,5,317.85,5.28
869,359,60,4,140.68,9.71
870,360,67,1,492.68,5.3
871,361,65,1,326.77,10.81
