id,customer_id,order_date,status,total_amount
93,264,2025-09-20T19:37:16,pending,942.36
94,271,2026-03-05T21:05:28,shipped,2549.15
95,225,2026-07-16T06:02:55,shipped,1243.47
96,77,2026-05-25T06:15:36,delivered,360.16
97,258,2026-06-04T10:06:40,processing,1631.3
98,214,2025-11-08T13:09:18,shipped,2949.33
99,71,2025-08-18T14:34:23,cancelled,1333.78
100,161,2026-02-02T00:54:46,delivered,3494.88
101,111,2025-09-12T11:41:19,pending,3804.35
102,132,2026-02-23T22:20:28,delivered,3104.26
103,42,2026-03-21T23:15:19,delivered,3858.13
104,177,2026-04-11T17:43:31,processing,1842.12
105,80,2025-11-06T08:34:01,pending,1192.99
106,77,2026-05-20T02:21:34,shipped,2054.89
107,218,2025-10-25T12:55:14,cancelled,2965.38
108,89,2025-09-01T10:31:45,delivered,815.48
109,234,2026-01-26T18:17:45,cancelled,2365.32
110,94,2026-05-11T13:13:19,delivered,2985.48
111,86,2025-11-27T12:47:38,processing,1768.02
112,268,2026-04-12T13:52:03,shipped,2184.91
113,306,2026-01-12T01:19:48,processing,4288.93
114,243,2026-04-19T10:21:37,pending,2800.47
115,151,2026-04-01T03:06:03,shipped,392.29
116,309,2025-11-16T12:28:40,shipped,1183.2
117,128,2026-04-22T00:41:58,pending,3381.45
118,155,2025-12-30T18:55:23,processing,1588.61
119,141,2026-02-21T10:08:51,processing,1980.17
120,105,2026-03-11T09:01:28,processing,870.58
121,214,2026-04-29T11:54:06,processing,1546.2
122,300,2025-10-26T07:05:22,pending,445.49
123,216,2026-07-24T07:17:34,cancelled,1509.02
124,144,2025-12-11T21:54:30,cancelled,981.52
125,185,2026-07-09T20:35:03,delivered,1471.09
126,236,2025-11-15T10:10:15,delivered,772.21
127,68,2026-07-23T04:43:25,pending,2297.13
128,330,2025-12-08T19:29:09,cancelled,997.18
129,251,2026-05-03T18:45:14,pending,224.46
130,141,2026-02-21T17:51:17,delivered,4420.26
131,191,2026-02-23T17:58:05,delivered,1998.99
132,77,2026-06-22T18:58:51,pending,150.32
133,221,2026-04-19T01:03:00,processing,1917.11
134,318,2026-01-16T16:25:51,shipped,891.34
135,247,2026-04-06T13:03:38,pending,3287.07
136,139,2026-01-03T01:26:28,processing,2881.83
137,324,2026-03-16T09:44:51,processing,3265.97
138,167,2026-02-20T03:37:53,pending,1888.88
139,210,2025-12-10T02:15:23,pending,3371.62
140,66,2025-09-23T20:31:23,processing,1631.19
141,141,2025-11-10T09:20:55,delivered,4281.31
142,74,2025-09-30T00:06:30,pending,1458.51
143,72,2026-07-25T11:18:23,shipped,2590.52
144,293,2026-07-31T15:43:17,pending,2459.89
145,188,2026-06-06T13:30:56,pending,515.15
146,135,2026-06-10T01:10:25,shipped,1472.61
147,198,2025-12-06T22:19:53,pending,772.21
148,120,2026-01-27T07:40:05,processing,3342.22
149,52,2026-02-07T00:43:19,delivered,127.02
150,191,2025-12-21T17:41:19,cancelled,3319.88
151,41,2025-11-21T10:40:06,shipped,1328.26
152,76,2026-05-01T14:57:12,delivered,356.13
153,236,2026-01-29T08:47:59,cancelled,1183.2
154,204,2025-10-01T08:16:52,processing,2557.42
155,292,2025-10-24T19:01:10,processing,1241.26
156,105,2026-02-13T20:25:16,shipped,397.47
157,121,2025-12-19T05:11:14,delivered,6189.32
158,108,2026-04-30T22:07:35,delivered,445.49
159,186,2025-09-30T11:00:11,shipped,1199.17
160,68,2025-12-30T08:26:07,shipped,3141.35
161,290,2026-05-15T00:59:10,delivered,2197.83
162,195,2026-01-18T23:13:46,cancelled,3406.28
163,119,2026-05-18T02:09:20,pending,1945.18
164,298,2025-10-06T02:21:14,cancelled,1657.08
165,240,2026-06-13T20:00:18,shipped,67.09
166,64,2026-07-25T23:12:07,shipped,933.75
167,176,2026-02-21T05:32:24,shipped,2355.19
168,210,2026-07-09T15:15:43,shipped,2588.04
169,96,2026-06-25T21:18:52,cancelled,1669.09
170,291,2026-07-18T21:55:04,shipped,1068.17
171,123,2026-02-23T08:12:14,processing,1045.39
172,70,2026-04-07T19:02:32,shipped,1531.35
173,300,2026-01-24T08:54:49,pending,2382.98
174,109,2026-05-11T06:08:27,processing,2259.01
175,255,2025-11-16T13:49:21,pending,3023.07
176,150,2025-08-28T14:43:07,cancelled,2201.25
177,219,2025-12-08T08:26:04,cancelled,2722.99
178,133,2025-11-29T09:59:59,cancelled,1406.76
179,221,2026-03-02T10:53:37,cancelled,545.2
180,94,2025-11-08T21:42:11,shipped,720.32
181,170,2026-07-28T22:24:15,delivered,678.73
182,261,2026-07-13T20:33:16,shipped,297.11
183,233,2026-06-17T09:15:11,cancelled,705.53
184,194,2026-01-23T04:58:44,pending,2004.79
185,102,2025-09-09T23:29:44,delivered,1846.36
186,311,2026-03-23T17:23:10,cancelled,1436.99
187,245,2026-06-13T02:27:11,cancelled,4342.48
188,294,2025-12-20T21:08:10,cancelled,1958.08
189,31,2025-11-26T23:06:21,cancelled,2130.2
190,215,2026-05-06T12:07:20,pending,224.4
191,53,2025-12-18T17:11:09,delivered,1810.94
192,154,2026-01-24T01:42:04,pending,1692.34
193,268,2026-01-16T08:40:45,delivered,1072.98
194,49,2026-06-27T13:28:46,shipped,198.13
195,192,2026-02-05T00:03:19,shipped,2079.96
196,55,2026-01-29T11:54:46,shipped,3799.65
197,228,2026-01-19T04:43:50,shipped,1324.97
198,296,2025-11-26T14:39:45,shipped,785.22
199,71,2026-08-06T16:39:40,delivered,991.93
200,71,2025-09-07T13:59:17,shipped,2660.34
201,210,2025-11-29T13:39:58,delivered,588.91
202,253,2026-02-21T22:00:23,shipped,665.93
203,217,2026-05-27T03:57:42,cancelled,2685.2
204,48,2025-11-10T09:30:48,processing,267.09
205,216,2025-12-27T08:19:16,delivered,241.5
206,261,2026-04-21T11:11:56,shipped,3061.75
207,218,2026-07-01T05:58:13,delivered,1040.7
208,286,2025-09-04T02:03:25,cancelled,3258.9
209,177,2025-12-15T04:17:45,delivered,1039.3
210,119,2026-02-07T05:02:29,delivered,941.3
211,208,2026-01-23T12:29:19,pending,1692.73
212,291,2025-11-11T07:31:38,processing,57.15
213,152,2026-03-27T16:54:29,delivered,1780.28
214,324,2026-07-23T10:09:24,shipped,1214.21
215,276,2025-10-21T00:59:18,cancelled,2468.8
216,261,2026-03-13T12:46:21,delivered,3655.34
217,97,2025-11-05T10:41:57,delivered,378.1
218,296,2026-06-16T02:43:10,processing,2352.2
219,176,2026-04-17T04:51:39,pending,866.72
220,304,2025-09-29T04:59:03,pending,2805.54
221,203,2026-04-12T13:10:32,cancelled,368.98
222,72,2026-04-11T13:23:02,pending,4416.85
223,46,2025-12-23T09:38:51,delivered,2742.39
224,263,2025-10-06T13:08:33,pending,878.68
225,243,2026-04-09T07:24:55,delivered,3633.69
226,97,2026-03-14T23:45:51,shipped,819.04
227,269,2025-08-25T02:26:07,pending,1614.05
228,227,2026-05-24T20:25:40,cancelled,3603.88
229,112,2025-08-25T13:35:58,delivered,4563.69
230,154,2026-06-24T23:47:54,processing,2888.36
231,305,2026-01-11T15:03:28,pending,300.63
232,166,2025-09-21T09:59:04,shipped,4111.83
233,314,2026-06-16T10:56:09,shipped,280.49
234,261,2026-05-18T01:19:58,cancelled,2130.8
235,80,2025-12-24T19:14:18,delivered,1215.05
236,291,2026-08-06T15:21:17,delivered,87.89
237,101,2026-01-01T08:10:35,shipped,2426.89
238,194,2026-06-11T04:15:15,processing,5132.92
239,303,2026-06-10T20:31:35,delivered,1651.9
240,244,2026-03-20T02:06:56,cancelled,2735.57
241,166,2025-09-11T00:18:10,cancelled,2452.61
242,118,2026-04-28T17:10:23,cancelled,2561.44
243,40,2025-09-05T11:29:14,delivered,3146.46
244,272,2026-03-06T18:55:38,pending,964.73
245,275,2025-11-07T02:25:45,cancelled,3539.46
246,166,2026-01-04T23:45:50,cancelled,2300.22
247,137,2026-03-13T07:44:07,delivered,1287.06
248,324,2025-11-02T10:21:41,cancelled,3042.87
249,71,2025-10-17T08:02:53,shipped,3620.12
250,318,2026-07-08T20:53:01,shipped,1867.29
251,155,2026-03-13T09:50:35,pending,373.13
252,242,2026-01-17T23:20:25,shipped,2378.86
253,274,2026-07-17T05:57:57,delivered,1433.25
254,61,2026-05-23T03:20:25,pending,1060.3
255,244,2025-11-14T10:19:13,processing,1512.4
256,284,2025-12-08T01:30:42,processing,2273.33
257,85,2026-06-24T13:17:22,shipped,2887.08
258,289,2025-10-19T01:09:51,delivered,1833.62
259,162,2026-08-06T00:40:36,processing,1153.28
260,182,2026-01-09T13:34:55,cancelled,651.04
261,294,2025-12-24T02:35:31,shipped,394.4
262,125,2026-01-24T21:53:29,processing,2485.11
263,167,2025-11-09T02:26:48,shipped,2372.03
264,151,2026-03-20T02:38:48,pending,381.06
265,112,2026-05-29T03:56:23,delivered,1594.74
266,144,2025-11-21T22:51:18,processing,2484.18
267,222,2026-08-17T10:19:55,delivered,3164.19
268,300,2025-08-22T15:54:38,delivered,2646.55
269,289,2025-08-31T09:00:41,processing,2736.43
270,90,2026-07-11T17:13:53,processing,3990.19
271,243,2025-08-25T03:26:46,delivered,933.75
272,188,2026-06-06T15:00:49,pending,2891.39
273,247,2026-08-17T13:30:50,shipped,291.45
274,66,2026-03-09T20:37:12,delivered,470.35
275,123,2025-09-26T04:19:50,processing,4531.73
276,99,2026-02-28T03:04:50,shipped,691.81
277,232,2026-01-18T21:48:49,cancelled,529.09
278,183,2026-06-20T16:37:26,delivered,2579.8
279,172,2026-02-21T16:21:48,processing,351.55
280,39,2025-09-02T18:53:40,processing,1196.11
281,259,2025-10-17T07:36:23,cancelled,89.03
282,236,2025-12-05T07:21:20,delivered,704.02
283,288,2025-12-12T10:38:21,shipped,2286.56
284,326,2025-08-26T18:44:31,cancelled,2925.26
285,242,2025-11-14T16:34:21,shipped,3586.4
286,284,2026-04-19T15:17:32,pending,3187.22
287,240,2026-06-13T08:09:59,processing,1554.26
288,146,2026-05-11T14:02:45,shipped,948.87
289,242,2025-11-21T09:51:10,delivered,346.36
290,200,2025-08-30T11:36:08,pending,2590.33
291,51,2025-12-01T04:15:47,pending,3369.63
292,142,2026-06-04T14:29:11,delivered,1486.08
293,38,2025-10-04T09:12:10,processing,2097.88
294,135,2026-06-29T02:26:19,delivered,2338.39
295,269,2026-06-17T20:40:39,cancelled,4450.0
296,81,2026-01-11T02:38:54,delivered,1622.88
297,319,2026-04-28T20:22:58,processing,2377.53
298,327,2026-01-20T00:02:16,delivered,2632.5
299,156,2025-10-07T07:34:38,delivered,3975.17
300,117,2026-07-01T03:50:19,shipped,1734.23
301,125,2026-05-31T22:58:06,cancelled,69.17
302,69,2026-07-23T19:28:27,pending,594.23
303,149,2025-11-30T05:20:17,pending,1488.95
304,222,2026-07-18T03:02:19,pending,3402.17
305,39,2025-09-19T08:14:55,cancelled,2349.27
306,85,2025-09-16T02:03:08,pending,588.04
307,160,2025-09-15T01:28:31,shipped,2949.64
308,320,2026-03-01T07:08:21,processing,524.19
309,78,2026-05-24T19:20:53,delivered,2105.44
310,253,2026-05-17T13:45:47,shipped,1927.99
311,52,2026-06-09T10:43:14,processing,3320.52
312,169,2026-05-28T21:27:25,pending,392.29
313,309,2026-01-25T16:23:26,cancelled,415.08
314,39,2025-08-25T04:37:08,processing,1809.62
315,184,2025-08-23T02:10:18,processing,3756.77
316,200,2026-06-01T18:47:11,delivered,943.63
317,208,2026-07-05T19:16:24,pending,300.63
318,69,2026-03-15T17:45:33,shipped,3465.35
319,213,2026-04-09T06:34:57,cancelled,2543.71
320,157,2026-08-09T06:13:55,pending,890.75
321,225,2025-10-15T08:05:24,processing,3911.2
322,169,2025-09-23T11:25:15,pending,1858.4
323,316,2026-05-30T03:36:19,cancelled,4859.71
324,197,2026-04-02T19:09:01,delivered,470.35
325,229,2026-06-21T04:31:20,pending,1209.84
326,117,2026-01-16T06:18:26,processing,1618.33
327,253,2025-10-31T19:37:37,shipped,2225.06
328,131,2026-07-06T06:38:47,delivered,569.41
329,34,2026-04-09T14:13:22,delivered,1400.19
330,251,2026-07-17T02:03:12,cancelled,2786.19
331,276,2025-12-16T14:35:14,shipped,2821.28
332,325,2026-06-18T03:22:16,processing,1929.5
333,319,2025-12-21T02:07:12,processing,954.88
334,267,2026-01-29T11:28:43,processing,2665.03
335,186,2026-03-04T08:16:08,processing,2908.6
336,260,2026-06-02T02:32:07,cancelled,4715.94
337,305,2025-08-26T11:10:11,cancelled,727.4
338,212,2025-12-12T17:02:51,processing,1866.27
339,200,2025-12-01T19:05:49,delivered,132.76
340,163,2026-02-11T14:04:44,processing,2631.44
341,287,2025-11-04T01:45:31,processing,1441.73
342,90,2025-09-25T01:50:45,processing,2997.65
343,209,2025-11-27T23:56:34,delivered,1207.22
344,194,2026-04-29T03:36:14,pending,728.78
345,86,2026-03-29T03:21:09,processing,622.59
346,200,2026-02-16T10:32:17,cancelled,3752.29
347,45,2026-01-10T14:45:18,cancelled,2740.91
348,33,2025-12-08T11:18:33,processing,2246.17
349,83,2026-01-31T04:19:14,cancelled,2350.19
350,89,2025-09-22T12:10:21,shipped,2720.25
351,89,2025-11-11T16:18:57,shipped,592.83
352,74,2026-01-22T04:02:42,processing,1638.44
353,103,2026-03-23T05:37:56,cancelled,3917.35
354,306,2025-12-03T13:06:58,processing,621.28
355,192,2026-02-21T01:54:44,delivered,1044.4
356,35,2025-12-05T19:46:57,delivered,1959.19
357,289,2026-08-04T20:49:34,delivered,1998.53
358,320,2026-05-17T08:04:47,pending,528.54
359,306,2026-03-12T10:35:20,shipped,2013.42
360,312,2026-03-02T02:33:43,cancelled,466.57
361,168,2025-11-20T08:44:11,cancelled,3568.15
362,142,2026-01-12T21:04:20,delivered,768.85
363,183,2025-08-24T01:12:02,pending,2310.08
364,138,2026-02-26T09:28:09,cancelled,1732.6
365,102,2026-05-26T22:05:43,processing,2672.14
366,303,2026-01-17T05:48:26,shipped,1555.68
367,324,2026-01-09T02:56:06,shipped,759.21
368,61,2026-06-09T13:39:04,shipped,1064.77
369,105,2026-03-17T15:16:34,shipped,2953.04
370,103,2026-05-21T21:07:29,cancelled,514.58
371,237,2025-09-28T10:14:15,cancelled,2660.3
372,198,2026-02-09T00:14:00,cancelled,348.13
373,265,2025-11-12T09:10:00,shipped,111.81
374,234,2026-03-29T18:59:43,processing,4531.81
375,326,2025-08-27T00:46:38,processing,1271.55
376,39,2026-01-18T16:19:33,pending,809.88
377,134,2026-06-12T20:55:38,processing,1417.72
378,159,2025-11-15T12:14:31,pending,2638.99
379,187,2026-02-06T23:54:18,processing,1869.61
380,98,2026-01-07T23:45:20,cancelled,407.46
381,35,2026-02-18T12:55:31,shipped,1392.53
382,98,2026-03-24T01:44:14,delivered,1331.16
383,76,2025-09-28T16:14:29,pending,1228.56
384,184,2026-04-24T00:16:17,processing,3440.91
385,319,2025-12-15T23:51:42,pending,1083.28
386,241,2025-12-24T11:17:29,cancelled,3014.93
387,227,2025-10-12T04:48:48,shipped,2075.69
388,176,2026-06-27T19:32:24,pending,1652.79
389,182,2026-04-18T23:59:26,pending,305.25
390,286,2025-09-18T20:17:55,cancelled,69.17
391,215,2025-09-23T09:51:30,shipped,1673.02
392,218,2026-03-23T04:35:57,cancelled,471.53
393,65,2025-10-22T02:20:45,pending,1242.14
394,177,2025-11-06T00:30:11,cancelled,4297.33
395,173,2026-07-19T05:32:48,pending,2001.16
396,198,2026-02-23T14:08:31,delivered,1573.72
397,153,2026-04-04T19:44:45,pending,1441.81
398,263,2025-11-22T10:38:55,cancelled,786.86
399,92,2025-09-18T22:40:06,pending,899.56
400,208,2025-10-11T06:03:52,cancelled,1204.87
401,202,2026-01-20T22:49:07,delivered,1570.98
402,264,2026-04-13T18:51:26,cancelled,2359.64
403,111,2026-07-08T20:09:02,shipped,1927.99
404,90,2026-02-17T06:14:41,processing,87.89
405,156,2026-03-08T15:15:45,pending,3135.31
406,145,2026-05-25T03:55:07,shipped,1333.02
407,70,2026-07-09T10:52:25,cancelled,1154.15
408,295,2026-03-25T10:13:42,pending,2398.72
409,314,2026-06-08T17:54:09,delivered,712.11
410,180,2025-11-15T15:10:14,cancelled,2056.05
411,283,2025-09-09T06:03:47,processing,1763.72
412,150,2026-06-11T09:32:01,cancelled,1358.89
413,223,2026-02-24T23:45:18,shipped,1031.43
414,152,2025-11-23T05:48:03,delivered,3220.46
415,242,2026-01-24T07:34:06,shipped,4472.0
416,321,2025-12-16T07:44:20,pending,2154.76
417,193,2026-05-31T22:49:56,delivered,1526.57
418,110,2025-12-26T13:55:50,pending,1413.49
419,92,2026-07-07T09:13:34,cancelled,2633.75
420,92,2025-10-14T20:34:25,pending,1595.11
421,51,2025-08-31T13:03:48,processing,2230.35
422,293,2025-12-20T04:50:02,pending,2294.01
423,315,2026-05-11T22:41:29,cancelled,617.74
424,93,2026-03-24T21:51:41,pending,756.2
425,97,2026-04-06T21:20:14,processing,2463.4
426,69,2026-01-22T05:56:32,pending,114.31
427,96,2026-07-21T19:03:54,pending,1090.96
428,252,2025-08-19T12:42:03,delivered,1152.14
429,171,2025-11-29T12:03:35,shipped,4237.78
430,286,2026-05-12T11:44:16,delivered,3211.73
431,158,2025-11-06T14:52:44,cancelled,168.3
432,276,2026-06-06T14:13:54,cancelled,3320.65
433,44,2026-03-23T18:48:17,shipped,1018.14
434,272,2026-06-21T23:52:11,cancelled,1651.14
435,154,2026-02-23T04:01:59,shipped,720.32
436,325,2026-03-17T06:01:26,delivered,1119.7
437,193,2026-02-27T11:23:10,shipped,327.12
438,321,2025-12-16T22:17:25,cancelled,2009.15
439,189,2026-04-27T13:55:45,processing,3123.64
440,275,2025-11-16T22:01:05,pending,424.79
441,196,2025-12-20T08:30:55,pending,2038.69
442,103,2026-02-12T13:04:02,pending,2555.25
443,203,2026-05-19T15:53:54,shipped,2226.8
444,120,2026-02-20T22:37:13,cancelled,2984.45
445,181,2026-03-05T03:36:49,processing,1512.57
446,321,2026-03-20T19:56:47,pending,1422.8
447,320,2026-07-16T19:59:36,pending,3323.34
448,76,2026-05-31T15:07:55,shipped,1634.62
449,31,2026-05-29T01:28:10,pending,3839.91
450,310,2025-09-17T23:47:27,delivered,1512.4
451,326,2026-08-10T03:15:28,processing,801.25
452,41,2025-09-27T03:50:53,shipped,2074.41
453,69,2026-01-29T16:35:55,cancelled,1702.71
454,278,2026-05-15T22:18:09,pending,2619.21
455,200,2025-09-16T11:09:43,processing,2406.84
456,166,2026-01-10T06:24:58,shipped,4013.49
457,282,2025-10-05T19:07:37,processing,356.06
458,249,2026-06-07T07:27:49,pending,3094.16
459,80,2025-08-22T15:45:29,pending,699.35
460,273,2025-10-19T07:35:08,pending,1384.02
461,309,2026-03-07T06:57:04,delivered,2594.3
462,126,2026-06-03T22:01:12,delivered,1058.63
463,269,2025-10-03T13:01:20,shipped,2335.87
464,108,2025-10-20T21:50:11,pending,876.45
465,308,2025-11-02T00:22:04,delivered,2772.61
466,245,2026-02-03T07:30:27,cancelled,2257.23
467,288,2026-07-21T03:25:05,cancelled,1840.68
468,116,2025-09-30T12:11:56,processing,847.1
469,253,2025-09-01T12:51:07,processing,1496.55
470,65,2026-07-27T06:15:10,pending,4355.27
471,298,2026-01-29T02:25:59,delivered,594.23
472,106,2026-02-25T16:13:21,cancelled,136.86
473,319,2025-10-22T16:00:48,pending,3380.26
474,227,2026-04-17T13:02:53,delivered,4672.05
475,50,2026-06-25T06:42:09,delivered,2107.41
476,41,2026-03-09T02:17:35,shipped,2775.29
477,99,2026-02-22T13:44:23,shipped,4349.42
478,257,2025-10-10T16:24:29,processing,3285.48
479,64,2026-06-04T05:53:35,shipped,1478.21
480,133,2026-07-22T21:02:35,pending,468.95
481,132,2026-03-17T19:58:14,shipped,1909.19
482,154,2026-01-26T18:11:02,shipped,3728.24
483,207,2026-01-19T11:29:56,processing,1702.98
484,228,2025-08-20T23:03:50,pending,1022.92
485,146,2025-12-10T14:41:18,processing,1939.46
486,98,2025-10-02T00:43:26,processing,998.37
487,187,2026-02-02T11:43:49,shipped,2759.81
488,185,2025-12-09T15:07:53,cancelled,5163.93
489,175,2026-05-23T23:07:24,shipped,111.37
490,203,2026-08-10T10:09:12,shipped,2464.47
491,295,2026-07-25T05:04:15,processing,1568.83
492,237,2026-05-07T03:54:45,shipped,1417.76
493,163,2025-11-30T15:40:28,delivered,2079.85
494,304,2026-03-08T06:38:09,delivered,2669.47
495,181,2025-12-20T13:37:29,pending,2708.13
496,144,2026-04-13T05:55:13,shipped,2545.81
497,200,2026-07-28T19:55:46,shipped,980.79
498,329,2026-01-08T16:37:40,cancelled,222.75
499,287,2026-03-24T07:51:43,pending,2622.75
500,240,2026-04-26T21:15:52,cancelled,2944.65
501,121,2025-10-20T19:29:38,shipped,531.05
502,171,2025-10-11T07:48:28,processing,2373.78
503,76,2025-12-08T01:35:54,processing,1262.96
504,133,2026-03-08T13:49:24,shipped,1156.79
505,302,2026-05-10T09:39:13,processing,130.76
506,158,2025-11-04T18:29:26,processing,4341.23
507,187,2026-06-25T03:32:04,processing,368.98
508,183,2026-04-12T19:39:41,shipped,2647.99
509,214,2026-05-21T20:09:22,processing,902.68
510,147,2026-01-08T13:05:59,processing,1187.81
511,289,2026-03-07T01:44:19,processing,356.06
512,223,2026-04-09T03:16:56,shipped,120.75
513,86,2025-11-22T22:29:20,pending,184.25
514,244,2026-02-16T17:09:10,delivered,1625.84
515,246,2026-02-13T03:07:27,pending,716.05
